customer_ID,base_income,avg_spend,credit_util,volatility,mean_balance,std_balance,trend_balance,mean_spend,std_spend,trend_spend,default
C000000,28236.114016923002,8080.429547842926,0.2316626542372533,0.12904180608409974,2858.7005595414007,2351.80287938971,18.323711841806006,671.1131453325394,95.68626874365158,5.5214167246619095,0
C000001,21878.318173002073,4249.401828024744,0.5434668040445325,0.3733551396716398,6784.34731662078,2771.8265576383105,-43.47699886738276,367.72280098944043,110.23007984491076,0.1559277330943245,0
C000002,26392.047495492367,6215.011128265827,0.19768314692320543,0.36136641469099706,6077.017674447637,4467.908064170374,-132.6437095725746,588.09939155216,113.85484615229588,-11.451226797657984,0
C000003,22082.853537073177,6106.82073032143,0.10039930306621214,0.5714548519562596,9808.840474518178,7590.28167463987,-1004.3830226697803,502.9026084055244,215.3762952153575,9.207713881725129,0
C000004,29537.8729252535,15331.501869934229,0.16226602605678067,0.4387821809211412,6953.299691824089,4133.837536782728,-2.353450910567484,1602.8029573903052,596.3449840400302,-30.928083048187013,0
C000005,25502.614024295654,5829.001358125222,0.4845897602554896,0.45608961067376796,9264.877797383551,4195.017746981876,-372.4912090700185,553.5001489686892,226.6670371929521,-19.564797875984436,0
C000006,14423.341935627916,2142.0866305002546,0.14561109811313738,0.5680773870803905,7414.139599313304,3736.7211958029925,-8.292359699972636,203.6592017565373,86.1500745408515,-12.30400510751798,0
C000007,17280.22781631124,5325.548722979379,0.8014732049023443,0.11525012496952472,2393.2209723679807,1605.7077173277683,102.03602086092533,441.496372648456,53.68242981739523,3.1644547577324933,0
C000008,63645.13061251639,25664.67781982127,0.09188224576453842,0.10719674431487794,6351.069587300032,5114.256601595018,-52.86646599601941,2238.6873661115146,254.45612377478022,-8.354494319701402,0
C000009,20416.6791768471,7326.1521189555815,0.373685326230927,0.5224376554847273,8979.52409747179,4523.80427000807,497.3466035732766,702.0412674334947,234.32916993824767,3.643663871490308,1
C000010,25902.19974302493,7433.560783967566,0.22811413360750235,0.24660538584903227,6539.720080516509,3670.055400779819,58.62800552828028,642.3918015669086,150.1340442981861,-3.6750598480197523,0
C000011,25883.45602736211,5623.877233017651,0.2160244736556674,0.24285604314093037,6296.155522531627,4922.318958900564,816.5270535135667,448.71835501980485,125.47654598289694,1.9521886926767287,0
C000012,11383.080855608237,5499.6885782257295,0.4983396089487093,0.39706535767606754,2785.7697710637362,2982.456406624999,105.493135876812,498.9593181932544,204.56966159326743,33.034063578400286,0
C000013,61720.657689595835,29350.276433379127,0.16137780732444854,0.47756862783680953,28329.5904224556,19386.320584242694,5.33960803250103,2448.5861310258333,958.3801651793524,-83.11162008421816,0
C000014,26457.610383051287,5450.58579555992,0.28469532367393563,0.43377886926051357,7356.267318312047,7131.781633872723,400.8412769856048,411.6404282816806,226.56252312220147,-13.016736074922022,0
C000015,102686.95878161729,42302.661912826705,0.3425769893048784,0.2346216154746905,13531.201514245484,9277.027810662375,1072.368670775216,3714.2519607377412,1000.6049622713741,-121.76588217129698,0
C000016,15909.611706984739,3997.8859412641978,0.2500434547224912,0.1401168728308211,2192.0613853258133,1628.4449457123865,82.87329982564926,308.9616023314581,46.24008364703358,-0.5332198951164069,0
C000017,15900.120170914632,4845.400508261656,0.16800967037925552,0.26117692248736146,4254.248693443748,2753.82316869888,33.03251337923599,401.6622900449254,87.54024909531866,2.1808516526981125,0
C000018,7950.083672303744,1583.5880496213858,0.0551135354235221,0.21610634757340866,1132.9996539732795,689.775923816598,51.50491300696791,137.41217019535122,23.087460702480172,0.7572563500952264,0
C000019,32160.501218463243,6682.420462355066,0.27056241743077614,0.22589952945347638,7094.907886419272,6149.7570578280665,354.4731679652159,602.4938348527822,129.75287935008367,14.881040284258157,0
C000020,20353.253407776887,5237.134163170789,0.2584988688589334,0.2731729971829806,4500.585083965555,3188.1055894776823,80.93745606273431,417.535757855187,62.297885374081844,5.85452305980215,0
C000021,21668.68402869542,5323.075242702259,0.15594484062950842,0.36219513466379005,5296.6310141188815,4395.067457296138,-650.360706623236,404.1775372780458,76.32516758356398,-3.3191233083521827,0
C000022,31428.801103833943,10824.906656592719,0.13981359053542353,0.24657386513050664,10096.573380328795,3672.6420027736967,-188.64751063569955,929.3662704530329,231.3276716788588,-29.66170387628156,0
C000023,36848.78106068149,12796.098434131194,0.22078097776764183,0.1876856393117248,6058.018234559632,3961.8036688348284,202.1191229051635,1042.8814515443248,221.09929930880975,-11.88128987193784,0
C000024,21644.480415315244,10326.15009233863,0.09118852153246224,0.49970793948448966,10669.999127542165,4638.541060205459,-191.9317581650987,905.3104643319633,304.7325743702411,27.262760250596656,0
C000025,23110.917143218096,5864.914553503482,0.22444388214291414,0.2699374818840331,4689.010013487721,2901.0438544038057,110.56976176579616,424.4755885597995,145.24274218563113,-5.400063370296319,0
C000026,13332.095686724919,2975.9936454172107,0.23810184430754955,0.2091269439325321,2407.134755029658,2031.9979790077568,-142.10636591861072,254.4254883815687,49.71998971257775,6.221657717905534,0
C000027,16213.599668475716,4235.476112178155,0.2754907351223576,0.14349337995570507,2449.034716049433,1686.1105797474827,57.35814318229291,367.2892324087984,40.92918104093779,4.771783336730295,0
C000028,43961.938107295384,16040.435824969256,0.22633858176869118,0.1803799480241541,5979.087297036508,3755.671514430545,427.22442395801977,1337.1724922737046,149.63768397926447,-7.773301051522552,0
C000029,40035.559050869204,5912.5037880626105,0.1588387717025613,0.11106177576449863,4754.915071230139,2477.2883355267813,204.76252281217236,486.95524972800825,44.02916554020869,0.4995715354394602,0
C000030,21140.045480211287,8703.982113525737,0.2729793046210924,0.4805119954714995,6367.792367981947,4051.0462063404834,-407.0560824551215,727.5760032547931,368.68130340054165,20.201734191499664,0
C000031,13582.152971690268,4009.8435977463637,0.39134400242037476,0.37982434174345703,2387.3862694955938,1777.809726974894,163.47044670454477,391.4275151516753,93.49921968748207,4.6335899216010406,0
C000032,52469.215311868495,16779.18694456477,0.20598588339659363,0.5879326279095657,26897.25173437668,22592.80226720218,-1556.3831195531634,1415.8703850901193,1024.3028015564482,-60.36804079547073,0
C000033,46086.261752457714,20186.203664691642,0.14982734014705876,0.189841554435121,6129.022114432771,4988.977759000898,16.961678850378963,1589.6592318480295,342.73610975672165,-0.45401975164473174,0
C000034,18502.736754406324,4904.59869007668,0.10682136950093098,0.3926771821983761,2536.7722264618938,1852.3347281353742,41.25654839160444,425.36657294226274,191.32643996843854,-6.311443894370465,0
C000035,20023.438665198617,6442.406979550794,0.3446235300029249,0.3485873820042137,4968.298911150481,2930.730528460664,243.4978056230173,596.1879514854348,157.91789666882352,-1.4220100093274899,0
C000036,20434.34221785522,6386.909887830772,0.2361379497655822,0.2980863458046277,6062.113858307475,3709.7401822552047,148.5709029861989,558.051121080935,188.87268061907116,12.558669562879738,0
