mean_balance,std_balance,trend_balance,mean_spend,trend_spend,credit_util,volatility,default
2185.430534813131,597.4987332424778,-0.5670333405086315,1287.340821703592,0.2050602387879827,0.645274065609287,0.47656700067131874,0
4778.214378844623,188.38399669903367,-0.28141307792445,939.9533261408668,1.0228331426889599,0.5926938189051959,0.02187962642609298,0
3793.972738151323,309.9797707774146,-0.17008360433451275,397.0171965971332,0.11169119558049084,0.4599704226699828,0.19475256811354136,0
3193.9631788866645,547.4604776433637,-0.1990116627445822,922.1440157289968,-0.956574233712031,0.6712946988950493,0.22138930317001512,0
1202.0838819909643,411.56700839335997,-0.644914616976277,1769.4767510692227,0.1921788502679818,0.36695557315140037,0.13710140338250792,0
1201.9753415129119,603.9282789761704,-0.7415210597033679,970.2908061496939,0.7193224931427815,0.5927174152503317,0.3677052527093837,0
761.3762547568977,770.9059259171448,-0.29797866679203067,751.1859704730805,0.13976502821733824,0.38340806634006486,0.41809129231631176,0
4397.7926559872085,137.4100157863981,-1.6454760870359149,1296.5515207287428,1.0963904282357815,0.6248431078120307,0.47862692475033475,0
3205.0175528444397,582.1757872985457,-1.9575962938105422,1275.838305039221,-1.3067624588555449,0.49669919055218326,0.4838669626109306,0
3686.3266000822045,222.75811672408588,0.09805548991963844,272.17134640878055,-0.1575805670823824,0.2945953093614495,0.20195682508271362,0
592.630224331111,360.85754555567695,0.1147348742649906,549.3320799922882,0.006005153453392333,0.3301014168009021,0.47333999698300583,0
4864.594334728975,74.64704434635487,0.879400580053997,1039.3689248934716,0.7724212546928902,0.7182650981328403,0.2478306944506808,0
4245.991883601898,151.9305367195242,-0.2555653103707719,796.0290383039464,0.8994912646430048,0.24385770225587425,0.41827896442145945,0
1455.5259980522428,289.8329667866748,-1.193627213107529,707.9181319646441,0.02423124664593651,0.3467698539760755,0.3960168299708148,0
1318.2123524319527,306.4893539659887,-1.9396468151979664,946.8560421064731,-0.3608695175804255,0.71492308114037,0.11998108340970802,0
1325.3202943404522,724.6889123465718,-0.890196075956866,651.5967737065465,0.18811141347368182,0.12347251556571234,0.2896408880810627,0
1869.0900933179198,606.3596819498863,0.4225197440575192,760.1962378988303,-1.1406188277732965,0.10221444705126911,0.4859001267777827,0
2861.4039423450704,779.1372261402809,1.4414489034089222,1569.896606700223,-0.48928111485426634,0.4353252626476255,0.2680518120248388,0
2443.752583889521,499.30363275143037,0.054085412771513956,1069.4388811538406,0.5699771832960611,0.9068197789820373,0.26599843003717744,0
1810.5311308911887,231.28529906848848,-1.2135898903361118,1758.426199326427,0.35357811734775735,0.14022906692401327,0.3172194016854626,0
3253.3380262507076,295.7412724412321,-0.8799206025050699,1902.2644885233428,-0.6622815738441232,0.8624866563518604,0.46515350974784414,0
1127.7223729341881,289.8769424689753,-0.8487059240643177,1851.9468721335932,-0.781864435729939,0.5791129680315431,0.20005371522519896,0
1814.6509184084816,294.8707457474387,-0.4059886015648107,582.0510760286674,-0.7994197195592044,0.18390047686933464,0.02860849499746039,0
2148.6282948216126,554.7231298338618,1.12089542499487,998.4832666520132,-0.7305286401758491,0.805874689357814,0.09840747967964474,0
2552.3149289766616,448.10594606781217,1.1989094501567816,1116.5991475387477,0.14727720264756677,0.13919870858784442,0.4805503595894881,0
4033.291826268561,339.0681335649832,-0.17225589477488634,1719.1624339379116,1.2011819827429875,0.5357722931394876,0.13793575269957872,0
1398.5320197126189,161.81732654653746,0.18307011011359745,1162.139270626001,1.3220803611020526,0.6257211113412224,0.37442435380061323,0
2814.0549728612523,66.60437220660943,-0.7975578928734657,580.1594320865008,-0.9218673190013094,0.6767282656794608,0.19795669443624303,1
3165.865559879191,214.12600819076945,-1.7099084443537065,1140.3243162573747,0.32995333700852836,0.30044099037274985,0.02841191638011703,0
709.0268572399898,130.60355297651097,1.7883383534627457,184.1405390626249,0.2817267442627531,0.3281392219290056,0.1720946196757629,0
3233.9518335564726,639.0837731391796,-2.3224870505935393,1684.8610039077819,0.2118247909355017,0.8213109039245975,0.2122852696906027,0
1267.358556592812,134.37346836041405,-1.8358403176645526,1175.3988114952926,-0.976808812709715,0.40224986120174633,0.12351762423846402,0
792.7321684337578,593.1711779801271,1.796405855159646,1338.2626980793839,-0.74218521102612,0.5483093399233513,0.48498801643059486,0
4769.984917639999,339.24401733206196,0.01661540467044677,481.78434690182104,0.3448830645795541,0.4788799263925727,0.49549084887832845,0
4845.344148835517,105.03379230783199,-1.1259149070880428,1160.4555060033986,-0.38480889136790886,0.2534094938151022,0.14548691774170028,0
4137.7880665240755,659.5475370736893,0.6827036310893113,1108.2100916546178,0.09053795600620022,0.44558169091046396,0.48010415419904284,1
1870.7619612801682,484.72292767746,0.7730533060459779,1277.2987997873456,-1.0136159757759686,0.13685365681671763,0.46079007666833793,0
939.5245130287274,226.8211346476798,-1.3326856451477445,1710.0980974089298,-0.4896166253999076,0.22799356530327325,0.4749655705106175,0
3579.048619304706,721.010880749501,-0.5328453764695744,1552.623075092625,-1.3339399704605595,0.8077004485891176,0.37089450641324123,0
2480.686221828206,83.9437354029136,0.8762458637057208,1139.0613772260645,0.26430523557854907,0.8860865270948866,0.24947501678599543,0
1049.1720568015048,201.36470614832217,-0.8169057463704911,1797.4658659435447,-0.34817375841583614,0.11803450859337644,0.2116638583585467,0
2728.2960955007156,614.0351958543957,0.2821637386138324,780.994861598593,0.2657287116364769,0.372965757845078,0.02395696289295876,0
654.7483450184827,582.0334477324169,1.424812186366273,1035.8465581400258,-0.36660979388219933,0.8951960733390842,0.11494372675904113,0
4591.941809354519,266.9537702933585,-2.3924848315411182,1333.924606937809,0.23566364291162106,0.7116456927711033,0.37227370293201717,0
1664.5099172000762,96.51865651458733,-0.34124831932876215,937.4567103693599,1.8051524653482471,0.1105361428007663,0.06556849181522101,0
3481.350279592919,693.5585541687078,0.26163599856748904,786.6946060612739,-0.5237769363848898,0.19175781390316,0.016425686440831505,1
